Overall
75
73
70
77
72
79
68
70
73
77
78
72
67
69
94
70
71
77
64
77
68
77
80
71
74
67
73
77
73
84
66
75
78
81
70
61
70
75
72
62
79
62
73
76
78
80
73
74
64
80
75
71
69
67
71
72
69
69
62
67
82
77
80
61
79
77
72
71
74
83
71
76
74
80
70
85
73
75
75
69
70
71
76
77
82
75
70
80
81
76
67
74
60
73
75
67
71
76
73
73
74
77
79
86
70
70
72
90
63
59
77
69
70
74
67
78
86
74
70
72
79
74
87
74
73
74
69
79
81
71
70
68
53
72
51
73
65
72
63
67
58
65
60
66
76
61
79
72
71
73
72
66
60
70
74
66
68
81
84
74
73
64
71
70
80
67
69
67
73
74
74
76
77
75
70
72
66
74
67
65
77
77
72
86
78
70
74
74
88
73
78
79
83
74
81
76
77
70
71
83
67
62
78
70
79
73
62
67
75
70
59
72
76
60
78
60
66
72
72
62
82
75
86
69
60
80
80
78
75
68
60
68
65
66
67
90
80
74
73
69
84
87
72
62
66
69
68
75
63
72
62
72
78
72
78
74
68
61
72
78
54
68
70
76
67
83
73
69
76
70
75
78
74
82
72
63
70
79
80
79
70
69
67
62
74
75
84
82
69
66
69
73
77
62
80
72
75
68
60
76
60
72
75
63
62
56
76
78
62
75
66
72
71
83
69
56
83
73
72
75
70
61
77
72
71
79
67
76
80
64
75
62
72
57
83
76
71
60
71
67
62
74
69
77
70
65
70
73
80
70
70
75
70
70
72
82
63
76
67
73
75
73
82
79
71
80
70
73
74
55
74
72
76
81
77
68
63
73
73
69
70
74
65
66
65
82
73
74
81
66
74
63
73
78
69
85
61
65
73
63
59
63
66
78
74
69
72
67
77
62
70
60
74
67
74
63
65
79
63
76
82
79
72
72
67
60
71
73
75
62
70
76
69
64
68
69
64
77
70
58
69
79
62
77
86
73
75
75
68
70
71
70
76
74
57
77
62
63
67
73
73
66
66
62
69
73
81
52
76
80
79
71
74
74
65
60
70
64
77
69
76
72
75
68
73
63
71
73
67
80
72
89
79
77
75
84
70
73
82
69
69
69
78
65
63
65
76
75
76
74
78
69
69
72
69
73
62
67
68
72
65
77
82
80
78
83
69
67
83
76
64
64
75
73
69
76
72
73
89
82
67
71
76
71
89
74
61
76
75
75
70
59
57
69
63
65
67
73
75
69
73
74
75
72
77
78
74
82
77
90
74
74
82
70
60
77
64
65
62
67
75
76
69
67
81
70
78
74
61
71
76
80
75
68
72
67
68
70
62
79
67
63
71
69
77
86
77
61
74
64
81
68
71
71
81
80
74
76
67
72
77
85
72
79
72
72
82
64
64
76
78
64
69
70
88
80
74
83
80
63
76
75
70
60
80
72
83
70
73
70
71
65
85
61
65
69
69
82
71
59
65
72
64
71
70
73
71
86
75
81
73
71
76
73
71
76
71
70
61
73
75
63
72
59
68
84
67
77
87
77
75
75
69
64
72
71
72
73
72
81
73
78
73
69
73
71
81
62
69
71
73
62
76
67
63
62
64
75
64
76
74
67
69
75
76
65
62
75
80
74
80
77
69
86
76
75
71
78
60
69
62
81
70
62
72
88
71
85
73
68
68
78
74
73
65
76
73
74
66
74
72
81
79
73
78
72
65
70
76
86
71
70
69
76
68
80
82
65
83
64
83
77
70
76
82
62
69
72
77
75
65
65
75
70
63
75
78
79
77
72
79
66
80
69
72
80
68
71
67
61
69
73
69
63
77
75
73
74
75
80
88
75
65
72
76
61
73
77
78
68
69
68
76
70
77
73
75
74
66
72
79
83
82
75
79
74
77
69
82
74
67
66
62
61
63
77
61
83
73
71
72
74
74
71
72
73
68
70
70
69
66
70
77
70
69
80
71
79
73
72
79
72
77
68
70
70
62
68
80
77
75
76
69
71
65
76
61
77
73
71
64
71
71
70
74
82
70
82
75
71
79
65
77
61
77
79
78
74
75
68
76
75
82
55
74
67
77
59
73
71
77
72
68
62
65
77
85
77
72
74
78
73
81
76
70
63
74
64
83
66
79
60
78
74
79
72
83
71
83
75
68
65
65
65
60
68
62
67
60
81
77
70
74
80
66
75
80
75
66
73
82
74
61
63
84
61
69
71
74
77
62
70
78
80
65
84
69
73
76
74
70
71
81
67
66
72
61
68
74
61
71
60
73
74
74
72
73
79
79
68
62
71
73
84
85
76
64
67
82
86
65
70
72
73
70
68
75
75
71
83
72
62
63
75
79
75
71
74
72
71
72
64
67
61
80
69
65
71
70
71
65
89
82
81
72
65
70
75
66
81
73
69
65
72
64
72
70
84
76
81
80
80
78
80
85
69
72
76
68
78
78
63
65
70
80
75
63
79
78
75
73
81
71
69
84
73
79
78
73
75
83
65
79
74
77
68
63
68
75
77
61
72
82
82
71
74
69
73
66
64
84
74
80
76
65
72
70
64
61
72
70
76
73
72
82
61
70
80
75
72
76
75
59
77
83
66
78
73
88
62
70
54
69
77
76
68
74
77
82
74
68
76
74
71
69
77
73
75
71
73
72
67
72
72
93
66
67
62
68
66
83
68
77
70
76
64
72
64
73
76
58
85
72
73
77
68
79
80
69
69
71
76
68
74
68
72
63
76
66
64
70
62
66
73
66
73
67
75
75
76
73
76
68
60
58
64
82
83
72
78
65
76
79
77
66
79
73
63
76
73
78
82
75
79
76
73
70
68
74
78
66
77
60
80
77
61
92
77
71
80
70
76
89
66
73
81
73
69
68
69
73
76
70
64
64
59
70
79
72
66
69
78
75
79
72
77
75
67
62
81
74
65
77
72
66
79
67
72
72
75
70
82
59
72
81
74
92
57
73
73
76
68
62
77
85
67
68
67
76
71
73
74
76
68
73
63
74
77
73
70
75
65
74
77
78
80
69
73
73
81
67
77
84
79
71
72
69
70
79
70
62
63
77
73
81
86
74
69
74
69
78
76
71
63
87
81
77
82
60
76
81
71
87
63
77
75
82
69
82
63
81
77
83
77
70
72
74
55
68
67
70
72
76
78
72
82
71
66
76
76
70
73
66
72
79
83
62
75
77
77
76
77
67
73
75
77
75
64
81
65
73
75
68
68
65
62
72
76
78
69
79
67
70
71
73
70
66
70
71
82
83
71
72
70
73
67
73
66
73
77
68
74
72
69
73
74
66
75
78
80
73
69
88
62
70
75
69
60
72
73
70
69
80
69
52
64
77
68
69
67
76
66
78
76
74
69
64
72
64
67
76
72
76
76
83
68
64
68
62
79
76
77
69
62
75
72
84
77
62
69
77
68
82
79
71
71
72
80
76
71
79
78
70
75
72
71
69
77
79
76
88
77
73
80
74
75
60
74
66
71
70
81
79
72
69
65
55
74
73
67
80
76
68
79
69
72
48
68
61
64
80
72
59
68
71
67
81
75
73
78
75
78
62
65
71
72
71
73
73
73
75
74
74
80
74
78
74
72
75
74
76
61
73
85
73
72
68
67
68
77
63
67
74
78
72
68
60
73
77
66
64
68
61
83
70
64
74
74
73
73
63
80
83
71
73
64
70
74
69
71
83
78
62
75
76
72
69
66
87
80
76
75
82
72
65
83
78
70
80
72
77
68
62
68
74
76
83
73
75
72
75
60
77
75
82
71
72
68
74
69
74
84
78
76
70
71
80
77
92
61
70
70
73
74
74
69
70
74
79
78
65
68
72
77
73
83
72
60
56
83
76
79
72
69
75
70
77
73
70
60
66
76
63
78
83
75
81
79
70
76
64
73
79
68
50
63
72
72
79
65
79
74
71
75
82
70
69
67
63
73
71
82
70
73
76
75
83
72
73
69
67
72
82
79
68
77
76
77
77
65
73
68
75
66
83
66
74
66
73
63
77
80
68
64
72
67
79
80
79
77
79
72
72
70
75
68
60
69
69
67
71
73
76
72
71
69
69
79
70
69
63
69
79
58
67
69
75
59
77
78
78
69
69
71
74
73
68
87
71
77
79
81
88
70
78
80
72
73
77
69
81
69
77
65
74
76
71
76
86
80
60
70
71
66
66
74
66
75
63
70
88
75
61
74
68
74
71
65
74
80
75
74
77
77
75
77
70
69
63
64
63
61
71
62
71
76
71
86
66
70
77
82
70
67
72
70
70
70
81
82
69
84
74
75
77
67
75
70
60
65
81
85
66
82
78
73
78
65
69
77
65
66
60
66
74
75
76
74
76
74
79
70
67
67
62
75
65
69
81
66
71
66
63
76
79
59
75
63
72
83
73
72
72
72
75
71
91
75
70
79
67
83
78
74
72
75
70
80
77
80
76
71
75
74
64
77
72
70
70
74
74
76
75
72
69
62
74
73
65
72
69
78
73
76
80
70
84
73
77
70
65
86
66
74
79
71
63
73
77
82
81
71
71
72
75
72
73
70
79
74
75
70
74
67
73
77
70
82
61
71
81
77
69
80
73
73
70
75
72
79
71
68
67
75
64
70
84
76
70
79
66
70
69
80
80
67
66
67
79
73
72
64
70
72
67
76
72
84
73
64
87
82
72
69
80
70
66
81
67
68
76
57
72
83
72
60
77
68
79
73
83
76
77
75
70
67
72
73
77
63
80
81
62
71
76
76
65
70
75
71
74
72
79
78
81
61
66
79
69
59
69
75
75
78
66
67
81
74
79
66
80
66
78
80
77
66
73
77
89
77
61
84
86
75
77
68
73
90
82
81
80
74
75
62
74
65
76
69
68
68
83
77
84
80
74
68
59
77
80
75
76
67
81
65
67
73
69
69
70
61
60
60
60
75
73
60
64
61
71
75
78
81
68
63
64
74
71
75
61
79
79
73
74
71
76
64
72
69
68
73
71
77
75
70
70
58
79
82
72
65
72
83
71
77
67
66
75
79
77
68
69
85
75
69
72
70
69
75
81
77
81
68
76
71
73
77
78
72
71
83
72
75
73
73
71
66
69
68
82
80
63
70
75
72
71
75
78
74
73
75
64
70
78
75
70
80
75
62
68
71
81
88
65
60
89
66
74
68
64
63
78
72
66
76
71
76
83
78
81
86
71
74
73
80
69
66
74
82
66
72
77
70
75
74
84
61
73
70
82
60
76
76
54
73
63
70
69
66
74
76
70
86
70
64
74
77
61
73
76
73
61
81
75
72
65
72
69
73
74
73
77
71
72
64
71
72
90
72
76
63
69
66
78
74
67
69
71
71
71
67
72
72
67
71
79
61
62
78
69
78
66
76
75
60
80
62
71
60
71
77
80
72
65
80
72
79
71
79
65
49
82
78
82
73
75
74
80
77
85
78
73
73
74
68
68
69
73
74
70
62
64
71
77
70
83
74
83
68
77
79
74
71
78
74
73
71
77
71
71
74
81
75
77
77
77
77
61
72
69
83
64
67
79
69
67
67
79
70
79
84
82
79
67
79
81
82
79
79
73
82
75
72
71
65
72
73
71
72
83
68
78
73
85
75
77
76
71
72
66
71
83
71
78
79
58
79
74
65
72
68
78
70
75
79
74
75
77
81
75
77
72
69
60
70
64
77
70
76
73
77
70
68
63
72
62
68
70
64
74
73
65
88
79
77
