Overall
76
76
77
73
61
82
64
55
64
71
70
70
70
78
62
66
62
75
69
71
73
75
67
69
70
74
73
72
59
83
69
68
74
70
74
72
69
71
73
75
72
69
74
71
70
79
64
81
70
76
77
76
64
72
70
78
70
78
66
67
81
76
73
71
74
72
64
72
72
69
75
75
66
61
78
68
72
66
71
80
77
75
74
75
70
69
75
71
67
76
76
68
69
65
66
76
66
67
71
63
70
76
69
75
74
84
76
72
79
75
68
69
77
64
69
60
69
64
82
67
77
49
59
67
69
71
76
68
64
62
73
65
77
54
75
72
79
73
69
73
72
72
69
61
74
73
74
75
68
74
71
67
80
56
71
65
73
86
74
73
71
68
77
68
64
75
66
78
72
69
70
85
76
58
71
62
65
75
76
67
72
64
63
89
73
76
74
78
72
70
70
68
80
74
77
76
73
71
75
61
80
72
71
69
66
71
67
77
74
58
71
71
69
74
71
84
68
79
82
77
68
76
72
73
80
68
71
73
56
69
85
61
83
77
68
82
75
69
74
66
64
59
70
77
60
64
73
62
75
76
76
71
70
61
75
81
73
66
72
78
69
60
81
76
81
64
68
64
67
75
75
68
69
78
78
76
72
80
85
64
74
79
68
66
51
70
72
76
71
59
66
83
66
64
82
70
69
69
70
67
88
64
67
81
71
70
75
80
73
66
72
61
68
80
69
82
77
78
69
56
70
69
73
68
82
63
57
84
88
79
68
68
63
70
66
76
63
53
70
73
72
72
74
75
77
75
71
64
87
74
67
73
82
75
82
70
71
62
67
73
80
77
67
70
73
77
68
84
74
76
59
66
79
65
75
72
65
71
67
68
78
75
62
72
73
72
70
68
77
77
74
70
79
80
74
68
78
70
74
65
82
83
66
74
77
70
72
76
79
72
69
78
70
78
74
73
77
71
71
82
72
67
72
73
76
84
85
70
71
79
76
71
76
70
72
73
85
73
60
75
70
68
75
70
70
72
83
71
70
66
76
66
74
69
65
71
66
69
72
67
76
66
68
64
74
65
60
81
72
74
68
69
79
78
72
71
72
74
72
62
67
75
73
74
67
75
62
62
72
69
75
75
69
69
68
62
72
76
73
72
59
78
74
82
68
72
73
67
71
67
80
76
74
77
76
82
85
65
62
79
81
71
81
69
70
70
78
72
72
67
68
76
65
77
78
63
74
78
75
70
70
76
68
73
71
76
77
76
67
75
73
72
67
81
75
76
80
65
74
63
87
69
76
72
75
70
75
75
71
78
73
75
68
69
71
73
77
75
71
67
76
71
66
60
74
64
70
76
78
83
72
70
74
82
85
64
75
73
79
73
74
79
71
74
79
60
72
71
74
82
59
76
73
