Overall
76
77
73
82
71
70
78
62
66
73
75
74
72
59
83
72
71
70
79
70
77
76
70
67
81
76
73
72
72
72
75
75
66
61
66
80
74
75
71
69
65
76
71
70
74
84
76
68
77
69
64
82
67
68
64
73
77
75
73
72
73
80
65
74
77
68
78
72
69
65
75
67
72
64
63
76
78
72
80
71
75
61
72
77
58
71
71
69
84
82
68
76
72
69
61
77
60
64
75
66
78
68
67
75
69
78
72
85
64
66
76
66
70
67
80
73
70
82
63
88
70
76
63
73
72
75
87
73
75
70
71
62
67
80
77
67
70
72
67
75
72
72
70
68
74
82
77
70
72
76
74
77
72
72
73
84
71
79
72
73
85
75
70
83
66
69
71
81
74
68
71
72
74
67
73
67
62
72
69
76
78
68
73
71
77
76
85
62
79
78
67
65
78
74
76
73
76
77
75
76
74
63
87
78
73
75
73
77
75
76
71
74
85
79
73
74
74
82
73
70
70
73
75
78
81
70
75
79
62
73
76
78
80
71
71
69
77
79
74
83
71
73
75
69
70
77
73
75
76
73
69
70
78
70
87
69
79
70
51
72
63
67
66
79
72
66
66
84
74
73
71
80
67
76
70
74
67
78
78
83
70
62
67
72
76
82
86
69
60
80
68
68
65
66
67
90
74
73
69
69
68
62
74
68
69
72
79
80
79
70
67
62
82
66
80
68
60
56
76
75
66
71
83
75
70
61
77
76
72
70
65
70
70
75
70
82
76
67
72
76
81
73
73
69
65
82
74
69
65
73
78
69
74
74
63
82
72
67
60
73
75
70
69
64
68
69
77
79
86
73
75
68
70
73
66
73
74
69
80
72
89
79
75
70
82
69
69
69
78
65
65
76
75
78
69
72
69
62
67
72
77
82
69
67
83
64
73
69
67
71
76
74
61
59
67
73
74
75
77
78
82
70
77
64
67
75
67
81
78
76
68
79
69
77
61
74
64
81
76
67
85
72
79
72
72
64
64
69
63
75
70
80
83
70
85
71
72
71
73
71
70
84
77
87
72
71
72
73
78
73
73
81
62
71
73
76
62
64
75
76
62
75
80
74
80
77
86
78
60
70
72
71
73
76
73
78
70
76
71
70
76
80
83
64
83
70
82
69
65
75
70
75
78
66
71
73
75
76
78
69
73
75
72
83
82
75
79
74
77
74
62
63
73
72
68
69
70
69
72
62
68
77
76
69
71
65
61
77
73
71
74
70
82
75
71
65
77
78
75
82
67
59
73
71
77
81
70
64
60
79
72
71
68
65
65
65
62
67
81
80
75
80
75
66
82
63
84
61
69
74
70
78
80
84
69
76
70
81
67
66
72
74
60
73
79
62
71
73
76
67
82
65
70
68
75
72
62
79
71
72
64
61
80
65
89
81
65
72
64
72
70
84
80
80
68
75
63
79
69
78
77
68
63
72
82
69
64
76
72
70
72
76
70
75
76
77
83
78
70
69
76
68
77
82
68
76
74
71
77
73
75
72
66
67
83
68
64
73
72
73
77
69
68
63
76
66
70
73
73
75
75
73
76
68
58
83
78
65
76
66
79
76
78
82
73
70
68
78
61
80
76
89
66
76
70
72
66
69
79
72
77
75
81
74
68
77
67
73
74
76
73
65
74
77
78
73
81
84
79
71
69
70
79
77
81
86
69
71
87
81
77
60
76
71
87
81
77
72
76
82
71
66
76
66
79
62
75
76
64
73
72
78
73
71
82
72
70
67
73
66
73
74
78
73
62
70
75
60
70
69
52
64
69
76
69
67
68
64
68
62
76
69
62
69
77
79
71
80
79
72
71
77
79
88
80
79
65
55
80
61
71
67
65
72
73
74
74
78
74
76
61
85
72
68
67
77
63
78
73
77
74
73
73
80
83
73
71
78
75
76
87
80
76
82
65
83
78
70
77
62
74
76
83
75
60
77
84
78
70
61
70
74
74
78
72
83
72
60
72
70
73
60
63
70
64
68
50
79
74
70
69
67
76
75
73
69
67
68
76
68
83
66
63
77
80
64
80
77
72
68
69
67
72
71
69
58
74
87
71
81
78
80
77
77
71
66
75
74
74
80
75
77
76
71
86
70
67
82
74
67
70
60
65
66
66
74
75
76
76
74
70
75
69
79
75
63
83
73
72
75
71
75
70
83
74
72
80
80
76
75
74
74
72
69
62
73
65
69
78
73
76
74
71
63
73
77
82
81
71
73
70
74
75
81
73
70
75
68
84
70
72
64
67
84
64
82
80
70
68
57
77
73
83
75
70
73
80
62
76
65
71
74
78
81
69
59
75
75
78
67
74
79
66
80
78
66
73
77
61
86
68
81
65
68
83
74
68
67
69
60
75
73
60
64
61
63
64
71
61
79
79
73
71
76
64
75
70
75
77
69
75
72
69
71
77
78
83
73
69
82
80
75
78
74
75
64
81
60
74
68
78
66
83
71
80
66
82
66
70
70
70
64
74
77
73
76
73
75
69
73
77
90
69
66
74
71
71
72
62
78
78
76
75
60
62
71
77
65
72
79
79
78
82
75
74
78
74
68
73
74
62
64
77
83
79
71
78
74
71
71
75
77
61
72
83
64
67
67
79
84
67
79
79
73
82
65
72
73
78
73
85
75
77
72
83
71
79
58
68
78
79
74
77
81
77
72
60
70
70
63
62
70
64
74
73
79
