Overall
76
70
62
71
69
69
74
70
74
69
73
81
72
78
66
71
64
69
78
68
72
71
67
76
66
63
76
75
79
64
69
77
69
71
54
79
69
69
61
74
68
67
71
86
71
76
73
70
68
77
73
69
66
71
74
73
71
56
85
68
75
74
64
70
77
76
76
71
75
81
64
75
68
74
79
69
70
64
67
71
70
75
61
68
82
77
68
68
68
70
75
64
82
73
73
77
68
84
76
66
65
75
73
77
77
70
79
74
78
70
83
66
79
69
78
73
71
71
67
76
70
71
70
76
66
74
65
66
66
68
74
60
72
69
79
78
72
62
74
62
75
69
68
62
73
72
59
74
67
76
74
71
69
70
70
72
72
68
76
63
75
70
71
76
67
73
67
81
69
76
72
75
75
71
74
76
72
70
73
79
71
79
60
71
59
73
75
79
68
73
78
72
67
71
77
64
68
77
80
74
67
73
77
84
66
72
80
74
67
72
69
80
77
71
76
80
75
71
82
75
81
76
67
67
77
79
86
70
72
59
77
74
67
86
72
74
81
68
72
73
65
60
76
61
71
73
60
74
81
64
69
74
74
72
65
77
72
88
73
79
76
71
79
73
75
59
78
60
66
72
75
80
60
72
78
68
70
76
73
76
75
74
69
84
69
69
73
77
75
76
60
72
75
83
73
71
79
67
75
62
83
60
71
67
62
74
69
77
70
80
72
73
82
79
70
74
74
68
63
74
66
63
73
85
61
63
66
72
77
62
70
67
65
79
72
62
64
70
69
77
71
70
74
67
73
66
62
76
80
79
71
74
70
64
77
72
75
71
73
77
84
63
76
69
73
78
64
75
89
75
70
57
65
75
69
72
82
77
74
76
70
80
75
70
63
71
77
68
71
81
80
72
76
78
70
80
80
70
73
65
69
69
82
64
71
73
76
71
76
63
72
77
75
73
69
71
69
63
74
75
76
65
69
76
75
62
85
68
78
74
66
72
79
86
68
65
75
79
77
79
80
72
67
69
69
63
75
73
74
75
88
76
70
79
69
66
61
61
83
74
71
73
70
77
80
71
73
79
77
70
80
71
70
82
61
77
79
74
74
77
68
65
85
77
74
78
76
74
66
79
78
74
83
60
73
74
73
61
68
73
74
79
84
85
73
71
74
67
65
71
71
70
75
65
76
78
69
78
78
75
73
71
84
79
73
75
83
65
79
68
75
77
74
73
66
84
80
82
61
72
75
66
73
88
71
73
72
62
68
70
64
72
76
58
79
69
71
76
68
74
72
62
66
76
64
79
77
73
77
60
77
77
71
70
73
69
69
73
70
79
75
67
62
81
72
57
73
76
62
68
76
71
73
74
77
70
75
80
69
73
67
77
72
70
63
73
74
82
63
77
77
70
74
72
70
73
83
77
77
67
73
75
77
75
81
75
65
62
76
67
70
70
83
71
77
68
74
75
80
69
88
69
73
69
80
68
67
76
66
78
74
64
72
64
76
72
76
79
77
62
75
72
71
76
71
70
75
69
76
77
73
74
71
70
81
72
76
68
69
72
68
64
72
59
68
75
73
78
75
78
62
71
73
75
80
74
74
72
75
73
67
68
64
74
63
64
74
62
80
72
68
68
75
72
75
82
72
74
76
77
74
69
70
65
77
83
76
79
69
75
70
76
78
83
79
72
72
71
73
71
73
83
72
79
77
77
73
66
68
72
67
79
72
75
69
73
76
79
69
63
79
69
75
78
71
73
68
77
72
73
81
65
76
80
60
70
66
74
75
68
74
77
77
70
69
61
71
70
77
70
70
81
77
75
65
81
85
82
78
69
65
67
65
81
66
71
63
72
72
72
67
78
77
71
72
70
74
75
74
72
80
73
65
72
79
74
71
69
80
73
79
71
79
66
69
66
67
73
73
66
72
83
68
77
72
77
81
71
76
79
66
79
66
81
77
90
74
75
74
84
80
77
80
75
76
69
71
75
72
71
58
79
82
72
83
71
66
70
75
77
73
71
72
70
75
70
75
62
71
88
65
64
76
78
81
74
72
70
75
74
73
76
76
73
63
69
66
76
86
61
61
73
74
71
76
63
67
69
71
67
72
71
61
66
71
60
72
82
85
73
73
68
69
70
83
77
74
73
77
77
77
77
69
79
70
79
75
68
78
72
75
75
77
70
73
68
65
77
