age,short_passing,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Points-16/17,Start-16/17,Sub-16/17,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Points-15/16,Start-15/16,Sub-16/17.1,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,league_English Championship,league_English Premier League,league_French Ligue 1,league_French Ligue 2,league_German 2. Bundesliga,league_German Bundesliga,league_Italian Serie A,league_Italian Serie B,league_Spanish Primera Division,league_Spanish Segunda Division,league_Turkish Super Lig
32,71,74,66,82,28,53,79,10,10,109,35,1,1,3,13,7,1,0,0,0,41,0,93,36,0,2,2,9,8,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0
29,74,73,76,74,71,65,74,13,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,70,65,63,70,41,52,73,8,12,12,4,5,0,0,1,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,58,62,51,75,53,53,78,8,15,11,9,15,0,0,1,4,0,2,0,0,24,0,44,21,4,0,0,3,4,0,2,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0
19,63,58,81,47,59,62,52,12,13,34,6,20,2,2,0,1,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,73,78,71,85,54,52,86,11,5,87,33,0,2,0,9,10,0,2,0,0,39,0,69,25,2,3,1,7,8,1,1,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0
31,55,63,65,72,47,31,72,6,12,35,28,0,2,0,2,7,0,0,0,0,55,1,96,33,0,7,0,8,6,0,0,0,0,50,2,0,0,0,0,1,0,0,0,0,0,0
24,59,49,49,67,38,39,65,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,62,57,65,68,33,29,74,8,12,30,11,13,0,0,2,3,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,61,62,55,74,41,41,69,10,8,12,7,5,0,0,1,2,0,1,0,0,10,0,7,4,14,0,0,1,1,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0
