age,short_passing,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Points-16/17,Start-16/17,Sub-16/17,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Points-15/16,Start-15/16,Sub-16/17.1,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,league_English Championship,league_English Premier League,league_French Ligue 1,league_French Ligue 2,league_German 2. Bundesliga,league_German Bundesliga,league_Italian Serie A,league_Italian Serie B,league_Spanish Primera Division,league_Spanish Segunda Division,league_Turkish Super Lig
23,74,59,77,38,75,69,24,8,10,69,21,11,2,4,0,6,0,16,0,0,0,0,43,8,26,1,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,72,64,74,49,69,73,17,7,15,6,2,4,0,0,0,1,0,0,0,0,0,0,75,25,1,4,5,0,11,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,59,43,67,25,66,63,22,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,70,60,75,40,77,71,20,15,6,66,16,6,6,0,0,0,0,14,0,0,0,0,47,9,4,5,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,57,39,66,42,71,51,34,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,72,19,19,3,2,0,2,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,72,50,81,34,87,66,12,12,8,120,25,9,13,2,0,3,0,20,0,2,0,0,165,36,2,18,1,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,59,51,74,24,81,59,35,16,13,57,10,23,4,1,0,1,0,6,0,0,0,0,66,7,24,7,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,52,30,66,20,70,52,18,13,12,9,1,3,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,81,63,81,37,81,80,12,14,10,109,31,5,9,2,0,6,0,19,0,1,0,0,99,32,3,5,4,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,62,33,65,24,62,58,23,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,75,66,82,39,82,73,30,13,6,96,17,9,11,1,0,5,0,10,0,0,0,0,120,21,14,12,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,60,42,85,18,80,55,34,9,11,45,11,13,3,1,0,5,0,4,0,0,0,0,122,33,3,12,3,0,12,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27,59,46,74,47,83,61,31,11,13,58,11,6,6,1,0,1,0,9,0,0,0,0,14,2,8,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,63,58,67,29,68,66,28,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,58,43,65,41,65,49,20,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,62,41,73,47,76,67,34,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,65,48,70,40,77,59,32,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,72,48,78,29,76,73,25,5,5,139,36,0,15,2,0,10,0,7,0,2,0,0,95,14,16,9,3,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,62,48,71,18,57,67,15,8,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,68,55,70,41,66,51,23,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,65,55,67,33,66,64,34,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,72,70,72,36,75,74,32,13,32,35,9,17,1,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
