age,Position,short_passing,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Points-16/17,Start-16/17,Sub-16/17,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Points-15/16,Start-15/16,Sub-16/17.1,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,league_English Championship,league_English Premier League,league_French Ligue 1,league_French Ligue 2,league_German 2. Bundesliga,league_German Bundesliga,league_Italian Serie A,league_Italian Serie B,league_Spanish Primera Division,league_Spanish Segunda Division,league_Turkish Super Lig
35,Goalkeeper,23,18,18,13,6,12,15,66,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,Forward,65,55,67,33,66,64,34,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,Defender,54,41,54,62,32,39,73,8,16,27,12,16,0,0,3,4,0,0,0,0,22,0,11,2,25,0,0,0,2,0,2,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0
27,Midfielder,75,72,75,76,65,72,72,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,Midfielder,79,75,77,75,74,75,78,8,11,36,12,10,1,2,0,0,0,0,0,0,0,0,60,20,8,1,5,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,Midfielder,68,62,67,77,33,49,79,7,11,70,35,2,0,1,0,3,0,1,0,0,0,0,48,29,0,0,0,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
32,Forward,72,70,72,36,75,74,32,13,32,35,9,17,1,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,Forward,62,59,59,63,35,54,62,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,Midfielder,64,49,70,74,50,26,73,14,8,88,35,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,Midfielder,74,69,74,64,68,70,58,6,7,16,5,15,1,0,0,2,0,3,0,0,0,0,9,4,7,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,Goalkeeper,44,47,70,36,69,65,23,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,Forward,58,51,67,24,42,57,35,11,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,Defender,55,53,54,76,51,47,74,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,Forward,62,45,60,29,62,52,21,15,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,Forward,65,59,70,40,73,57,32,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,Defender,64,63,60,75,50,51,75,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,15,1,0,3,6,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0
31,Goalkeeper,37,37,19,26,13,35,16,75,79,88,35,1,0,0,11,0,0,1,0,0,51,0,111,37,1,0,0,14,2,0,1,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0
27,Forward,70,49,80,40,86,62,31,8,6,190,36,1,23,3,0,7,0,6,0,0,0,0,72,15,13,7,2,0,4,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32,Defender,55,47,58,77,21,28,73,12,13,11,9,20,0,1,0,2,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,Defender,62,57,76,66,72,60,66,9,8,8,6,28,1,0,0,3,0,3,0,0,19,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
29,Midfielder,71,61,73,43,70,64,36,15,13,28,5,10,1,2,0,1,0,2,0,0,0,0,88,21,10,6,3,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,Goalkeeper,56,54,41,23,15,69,11,80,81,62,23,8,0,0,5,0,0,1,1,0,28,0,122,33,0,0,0,15,0,0,1,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0
31,Midfielder,87,85,85,80,80,84,72,3,4,42,15,14,1,2,0,2,0,9,0,0,0,0,44,23,0,0,2,0,8,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,Forward,48,29,64,19,66,46,20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,Forward,75,74,78,33,82,78,18,7,14,36,10,13,1,1,0,1,0,8,0,0,0,0,119,17,11,14,3,0,3,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
33,Defender,50,52,58,74,26,39,73,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,Midfielder,83,74,76,82,42,69,75,6,8,51,27,9,0,0,0,9,0,6,0,0,0,0,61,33,2,0,1,0,9,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,Midfielder,78,75,74,66,73,73,61,9,12,12,6,5,0,0,0,1,0,4,0,0,0,0,47,25,1,1,0,0,9,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,Midfielder,79,80,79,59,66,77,49,11,6,13,1,20,0,1,0,1,0,1,0,0,0,0,44,10,10,2,3,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,Defender,74,69,75,78,42,43,78,10,7,98,33,5,0,0,15,6,0,2,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,Defender,76,72,74,64,69,61,67,9,8,16,6,3,0,0,1,1,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,Midfielder,72,64,68,32,76,64,24,10,11,55,11,15,4,1,0,1,0,8,0,0,0,0,11,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,Defender,76,66,79,77,62,60,76,9,16,17,7,2,1,0,0,1,0,2,0,0,10,0,44,20,14,1,1,3,3,1,3,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0
21,Defender,54,49,55,58,44,42,56,12,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,Forward,62,57,70,18,68,60,19,16,12,21,4,7,2,0,0,1,0,2,0,0,0,0,69,15,6,5,3,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,Defender,69,65,67,71,59,63,66,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,Forward,71,64,72,29,77,69,20,7,15,44,17,7,1,2,0,2,0,10,0,0,0,0,82,30,4,5,0,0,4,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,Midfielder,85,82,80,76,79,79,72,10,14,111,29,4,8,5,0,1,1,5,0,0,0,0,98,28,5,5,5,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,Defender,34,29,50,58,35,33,59,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,Goalkeeper,38,36,22,27,12,38,14,76,77,-1,0,33,0,0,0,0,0,0,0,0,6,0,24,17,19,0,0,3,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0
28,Defender,71,61,59,68,27,43,76,6,13,25,13,7,0,1,2,3,0,2,0,0,24,0,85,34,2,1,0,10,3,0,1,0,0,48,1,0,1,0,0,0,0,0,0,0,0,0
27,Defender,65,60,67,74,56,51,75,8,5,89,37,0,4,0,6,10,0,2,0,0,50,0,111,38,0,4,0,10,3,0,1,0,0,48,1,0,1,0,0,0,0,0,0,0,0,0
30,Midfielder,70,74,73,68,70,71,70,9,14,13,2,18,0,1,0,1,0,2,0,0,0,0,71,20,18,3,3,0,5,0,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
29,Midfielder,60,63,73,52,65,61,32,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,Forward,69,59,72,36,80,69,39,14,8,55,16,15,4,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,Goalkeeper,20,21,22,24,17,19,13,70,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,Defender,77,76,78,75,65,73,78,15,8,36,17,9,0,1,2,8,0,7,0,0,27,0,74,23,2,0,4,7,4,0,3,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0
23,Defender,56,40,68,69,56,41,68,12,12,17,9,20,0,0,1,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,Forward,66,54,73,34,67,58,34,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,Defender,70,61,66,75,64,57,71,7,8,13,9,7,0,2,0,2,0,2,0,0,21,0,55,23,14,1,0,4,4,0,7,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0
25,Forward,74,60,82,26,72,69,20,12,13,90,21,17,4,5,0,1,0,11,0,0,0,0,49,13,4,2,4,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,Defender,50,58,55,80,35,38,84,5,3,39,12,17,1,0,3,0,0,0,0,0,18,0,30,14,24,1,0,2,3,0,1,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0
24,Defender,63,59,66,77,56,52,75,6,7,39,33,3,1,3,3,11,0,4,0,1,75,0,47,32,3,0,1,4,8,0,3,0,0,56,0,0,0,0,0,0,0,1,0,0,0,0
34,Defender,70,74,66,64,68,48,66,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,Forward,65,52,74,27,67,58,22,14,12,19,3,33,1,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,Forward,83,77,93,29,95,85,22,11,11,195,29,0,25,6,0,4,0,5,0,1,0,0,274,36,0,35,11,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
28,Midfielder,73,70,74,47,68,71,48,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,Defender,62,60,61,70,53,59,67,14,12,25,6,10,0,0,1,0,0,2,0,0,6,0,38,11,19,1,2,1,1,0,1,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0
32,Defender,59,55,65,79,42,56,76,9,10,16,25,3,0,2,1,4,0,5,0,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,Defender,66,54,59,55,36,49,66,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,Forward,74,58,81,25,80,79,16,5,12,125,31,2,12,2,0,3,0,18,0,1,0,0,129,34,3,11,3,0,2,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,Defender,54,44,59,67,27,56,67,8,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,Defender,74,69,75,71,77,66,73,11,9,105,33,0,0,2,12,6,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,Defender,81,80,80,82,68,76,80,9,10,83,20,15,1,2,8,2,0,2,0,0,18,0,118,35,2,1,2,12,2,0,3,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0
32,Forward,61,38,68,40,71,64,35,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,11,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,Defender,70,66,65,71,59,52,68,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,66,30,1,0,3,8,7,1,2,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0
33,Defender,58,51,67,72,51,60,57,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,Defender,50,55,55,71,33,45,72,14,11,42,21,15,0,2,2,8,0,2,0,0,46,0,73,32,2,2,2,5,2,0,0,0,0,46,2,0,1,0,0,0,0,0,0,0,0,0
29,Defender,69,51,68,78,39,40,78,8,11,69,36,0,0,1,9,4,1,1,0,0,62,0,74,28,0,2,0,8,4,1,2,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0
27,Midfielder,73,71,71,71,77,73,66,15,6,45,14,19,2,0,0,6,0,4,0,0,0,0,74,28,9,3,1,0,6,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,Defender,83,77,86,81,74,78,73,11,7,66,15,15,2,2,4,5,0,4,0,0,15,0,99,24,11,0,4,9,6,0,7,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0
23,Defender,60,56,61,63,41,45,67,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,Midfielder,74,62,73,68,63,62,70,7,11,52,25,5,0,1,0,3,0,5,0,0,0,0,47,25,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,Midfielder,79,78,83,76,73,80,70,15,13,62,24,9,2,2,0,8,0,2,0,0,0,0,52,22,13,0,2,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,Midfielder,86,81,81,82,60,74,68,14,11,68,36,0,1,1,0,9,1,2,0,0,0,0,52,35,0,0,0,0,16,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,Goalkeeper,27,35,12,17,11,32,10,65,76,0,1,36,0,0,0,1,0,0,0,0,2,0,5,2,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
21,Forward,60,35,74,15,59,53,15,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,Midfielder,65,55,70,33,69,60,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,Midfielder,76,71,72,72,42,60,70,13,15,46,17,17,1,1,0,3,0,0,0,0,0,0,6,1,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,Defender,58,60,62,73,40,60,74,8,10,28,11,10,1,0,3,3,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Goalkeeper,36,35,22,26,13,20,16,58,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,Midfielder,85,82,80,84,58,80,71,9,9,63,27,0,1,3,0,5,0,6,0,0,0,0,60,28,0,1,2,0,7,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,Midfielder,65,64,69,56,49,64,32,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,Midfielder,76,74,77,45,74,77,34,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,Midfielder,71,73,71,68,67,59,73,11,6,61,27,6,1,2,0,6,0,1,0,0,0,0,60,24,10,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,Midfielder,77,63,79,60,76,76,44,10,14,86,27,6,4,3,0,2,0,16,0,0,0,0,70,20,10,2,5,0,4,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,Defender,78,79,69,82,57,62,76,10,12,5,6,10,0,0,0,2,0,2,0,0,11,0,36,11,8,1,1,4,3,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
31,Forward,57,23,68,29,79,38,16,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,111,33,5,8,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,Defender,70,69,70,73,51,55,73,10,7,46,21,4,1,0,5,2,1,2,0,0,38,0,92,36,1,2,0,8,2,1,0,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0
29,Goalkeeper,19,22,18,15,9,34,7,53,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,Midfielder,80,75,84,51,82,70,45,11,6,55,11,9,4,2,0,0,0,11,0,0,0,0,126,30,1,13,3,0,9,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,Forward,63,37,72,29,75,58,29,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,Midfielder,72,65,73,37,63,71,19,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,Goalkeeper,31,26,31,16,7,40,15,66,74,6,6,26,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,Defender,63,61,64,63,59,45,64,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,Midfielder,65,59,69,24,66,64,25,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,Defender,67,63,70,68,64,54,67,16,10,0,0,1,0,0,0,0,0,0,0,0,0,0,12,4,1,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
29,Defender,73,70,68,66,68,68,69,7,15,11,8,17,0,0,1,2,0,1,0,0,16,0,50,22,7,0,5,5,6,0,3,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0
31,Midfielder,69,70,69,62,59,59,68,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,Forward,61,55,63,22,55,59,23,11,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,Forward,55,39,65,17,62,57,19,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,Forward,74,62,81,22,84,74,15,15,13,44,7,20,3,1,0,1,0,7,0,0,0,0,68,11,7,8,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,Midfielder,76,76,72,82,62,71,63,11,12,31,17,16,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,Defender,82,77,81,74,74,80,59,9,13,59,29,3,3,4,3,4,0,17,0,0,62,2,90,31,5,2,5,5,3,0,15,0,0,55,0,0,0,0,0,0,0,0,0,1,0,0
22,Goalkeeper,20,19,19,11,5,30,16,59,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,Midfielder,82,78,83,68,75,80,58,12,6,104,28,9,6,5,0,6,0,21,0,0,0,0,83,25,11,4,3,0,6,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,Defender,56,61,51,81,27,41,81,3,3,20,6,10,0,0,3,2,0,0,0,0,5,0,26,10,11,0,0,3,4,0,2,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0
33,Forward,61,34,72,15,75,52,13,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,Defender,57,57,52,72,29,29,73,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,Midfielder,76,72,75,72,66,76,63,12,13,70,32,5,1,1,0,5,0,3,0,0,0,0,47,19,9,0,1,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,Midfielder,82,82,78,87,55,72,75,7,9,81,27,7,4,4,0,9,0,9,0,0,0,0,49,23,7,1,2,0,9,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,Midfielder,69,66,70,74,68,67,60,4,4,37,16,5,2,0,0,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,Defender,56,66,56,82,30,46,80,8,10,44,25,3,0,1,5,12,1,5,0,0,36,0,84,25,7,1,2,10,8,0,4,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0
31,Goalkeeper,26,29,21,13,10,30,19,74,74,2,2,35,0,0,0,0,0,0,0,0,4,0,67,35,3,0,0,6,3,0,0,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0
22,Defender,65,59,65,84,28,50,84,10,5,68,11,20,2,0,8,4,0,1,0,0,6,0,58,11,26,0,0,6,2,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
21,Forward,68,60,77,24,56,68,28,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,Goalkeeper,24,26,19,20,15,52,15,79,87,140,36,0,0,0,17,1,0,0,2,0,28,0,101,36,0,0,0,12,3,0,0,2,0,50,0,0,0,1,0,0,0,0,0,0,0,0
28,Midfielder,70,60,77,72,63,37,74,4,4,5,3,7,0,0,0,1,0,1,0,0,0,0,12,4,6,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
22,Midfielder,78,75,77,71,67,73,66,10,9,36,15,20,1,1,0,8,1,4,0,0,0,0,38,16,20,1,2,0,9,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,Defender,66,61,71,74,62,55,76,10,15,98,32,6,3,3,7,5,0,2,0,0,40,0,60,18,17,2,0,5,4,0,1,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0
29,Midfielder,64,62,71,23,68,59,12,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,49,20,13,1,2,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,Midfielder,63,53,74,28,67,50,22,10,10,25,3,16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,Defender,68,67,72,60,63,58,67,15,6,5,1,12,0,1,0,0,0,1,0,0,5,0,49,17,14,0,4,4,4,0,2,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0
24,Forward,69,61,76,39,79,68,33,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,Midfielder,80,77,80,72,70,78,71,16,16,58,18,3,5,0,0,6,0,6,0,0,0,0,45,20,8,0,2,0,8,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,Defender,76,66,76,81,68,73,82,11,13,72,18,0,2,2,7,8,0,3,0,0,12,0,83,24,10,1,3,8,7,0,3,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0
30,Defender,64,60,69,77,58,63,78,15,11,70,34,3,0,2,9,12,0,3,0,0,55,0,104,30,3,0,0,13,4,0,3,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0
24,Goalkeeper,30,42,23,22,19,38,19,69,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
26,Forward,76,64,78,32,80,72,28,10,16,40,8,8,2,2,0,0,0,6,0,0,0,0,44,7,5,4,2,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,Defender,74,75,73,80,41,62,80,8,13,101,33,1,0,3,10,5,0,0,0,0,32,0,64,23,8,1,0,7,6,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0
38,Defender,56,66,55,85,16,25,81,12,10,44,25,7,0,0,6,8,0,1,0,0,41,1,46,15,13,1,0,6,5,0,2,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0
22,Defender,51,47,51,64,22,32,68,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,Forward,69,63,75,47,74,78,41,13,9,93,27,6,6,3,0,4,0,14,0,1,0,0,41,15,2,2,1,0,4,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,Forward,54,39,54,14,63,52,11,10,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,Midfielder,74,75,71,64,76,72,48,14,9,45,19,11,1,1,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,Midfielder,74,67,80,24,79,68,26,10,9,81,30,7,2,4,0,4,0,15,0,0,0,0,27,6,31,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,Defender,56,47,69,62,57,58,62,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
