age,Position,short_passing,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Points-16/17,Start-16/17,Sub-16/17,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Points-15/16,Start-15/16,Sub-16/17.1,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,league_English Championship,league_English Premier League,league_French Ligue 1,league_French Ligue 2,league_German 2. Bundesliga,league_German Bundesliga,league_Italian Serie A,league_Italian Serie B,league_Spanish Primera Division,league_Spanish Segunda Division,league_Turkish Super Lig
23,Midfielder,76,65,70,71,61,69,72,7,13,4,0,9,0,0,0,0,0,0,0,0,0,0,12,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,Midfielder,71,65,73,29,63,70,22,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,Midfielder,86,83,85,84,78,84,72,12,7,99,31,3,4,7,0,6,0,3,0,0,0,0,9,2,11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,Defender,74,69,72,75,37,66,76,6,11,97,30,4,0,2,12,3,0,0,0,0,34,0,85,22,1,1,1,10,2,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0
26,Goalkeeper,25,12,24,22,12,45,10,76,84,108,24,12,0,0,15,0,0,1,1,0,14,0,151,35,1,0,0,18,0,0,1,2,0,19,0,0,0,1,0,0,0,0,0,0,0,0
25,Midfielder,74,83,71,82,55,67,76,13,14,55,30,1,0,0,0,6,0,3,0,0,0,0,41,17,13,0,2,0,5,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,Forward,81,67,81,44,80,81,17,7,12,68,16,7,6,2,0,3,1,4,0,0,0,0,113,30,2,8,7,0,8,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24,Defender,74,70,67,78,30,59,78,10,11,3,4,23,0,0,0,3,0,1,0,0,6,1,32,9,15,0,0,4,2,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
30,Midfielder,80,77,83,67,77,76,59,11,6,101,25,4,10,4,0,11,1,12,0,0,0,0,16,1,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,Goalkeeper,30,37,19,20,16,54,12,78,88,60,27,2,0,0,5,2,0,0,0,0,31,1,128,34,0,0,0,13,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,1,0,0
22,Defender,66,52,63,57,59,41,62,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,Forward,59,56,74,27,74,57,32,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,83,22,15,6,1,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,Forward,64,46,76,20,77,48,20,6,14,88,13,23,10,1,0,0,0,4,0,0,0,0,52,11,19,5,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,Midfielder,70,67,69,33,56,66,46,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,Defender,74,65,75,78,63,65,76,11,15,37,8,23,0,1,3,3,0,3,0,0,6,0,33,3,29,1,0,0,0,0,2,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0
26,Defender,73,76,75,74,60,78,77,14,10,43,6,23,0,5,2,1,0,2,0,0,9,0,22,5,29,1,1,1,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
26,Forward,40,35,42,61,33,37,65,10,15,77,18,9,8,1,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,Forward,62,59,62,33,62,59,20,12,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,Forward,71,55,73,43,71,56,40,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,Goalkeeper,30,24,20,20,12,52,12,83,77,42,11,27,0,0,5,1,0,0,1,0,10,0,9,4,34,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
26,Midfielder,77,54,78,74,68,66,68,15,11,59,28,5,0,2,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,Midfielder,66,63,64,61,55,63,54,12,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,Midfielder,74,62,79,23,75,69,11,3,5,41,10,14,2,1,0,1,0,7,0,0,0,0,83,21,7,4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,Goalkeeper,35,37,23,16,15,38,12,69,82,51,20,13,0,0,8,3,0,0,0,0,30,0,45,13,17,0,0,4,1,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0
24,Defender,72,71,72,74,35,42,74,7,9,55,28,4,0,0,5,7,0,3,0,0,39,0,64,21,10,0,0,7,3,0,3,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0
27,Defender,74,72,72,73,67,69,67,8,11,57,23,6,0,2,4,4,0,9,0,0,38,0,70,27,6,2,5,2,7,0,22,0,0,48,0,0,0,0,0,0,1,0,0,0,0,0
29,Forward,66,59,78,10,83,66,10,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,Defender,69,72,61,68,31,59,72,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,Midfielder,71,66,70,70,57,65,66,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,Defender,60,61,65,85,25,22,88,6,12,96,32,2,1,2,7,7,0,7,0,0,32,0,95,36,1,2,2,6,7,0,3,0,0,42,1,0,0,0,0,0,0,1,0,0,0,0
28,Goalkeeper,41,26,24,23,15,30,13,66,78,2,1,37,0,0,0,0,0,0,0,0,1,0,2,1,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22,Defender,62,56,66,76,53,57,78,14,15,14,3,19,0,1,0,0,0,2,0,0,11,0,66,21,4,1,0,8,0,0,1,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0
28,Midfielder,79,79,81,78,78,76,72,4,5,35,16,18,0,1,0,2,0,0,0,0,0,0,19,6,16,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,Defender,65,53,64,70,25,38,72,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
28,Defender,73,66,68,73,54,59,71,10,11,58,31,5,1,0,7,5,0,4,0,0,53,1,60,19,18,0,3,4,2,1,1,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0
27,Defender,75,67,76,78,66,69,79,6,8,127,31,4,0,6,14,8,0,5,0,0,23,0,108,33,3,1,3,12,7,0,2,0,0,31,1,0,1,0,0,0,0,0,0,0,0,0
20,Defender,60,55,60,64,55,44,60,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,Defender,56,50,52,65,35,44,79,10,10,49,14,11,2,0,5,6,0,1,0,0,17,0,29,10,10,0,0,3,4,1,1,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0
27,Forward,61,34,67,41,80,70,18,10,14,19,5,7,2,0,0,2,0,4,0,1,0,0,42,11,11,3,1,0,4,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,Midfielder,77,73,80,45,75,72,35,13,9,97,33,5,1,8,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,Midfielder,64,61,67,58,62,63,50,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,Midfielder,65,57,72,21,50,51,27,13,15,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,Defender,66,60,64,64,48,52,67,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,0,0,1,4,6,2,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1
28,Defender,59,50,62,75,54,45,71,12,13,53,29,2,1,0,5,4,0,1,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,Defender,70,69,62,74,42,61,75,9,9,51,28,2,1,1,5,3,0,3,0,0,53,0,18,11,8,0,0,2,4,1,2,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0
33,Goalkeeper,29,23,22,18,13,17,14,60,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,Midfielder,71,71,68,70,60,70,72,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,Midfielder,79,74,75,87,69,76,76,6,7,17,9,1,0,1,0,4,0,7,0,0,0,0,27,11,0,1,1,0,3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,Forward,83,69,83,70,86,83,63,10,12,113,29,1,11,3,0,8,0,9,0,1,0,0,111,29,2,7,8,0,5,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21,Forward,75,69,74,68,58,69,59,12,6,57,25,10,0,2,0,4,0,6,0,0,0,0,26,7,24,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,Defender,57,48,54,68,47,42,78,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,Midfielder,76,63,71,28,63,69,46,10,9,16,3,15,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,Defender,67,63,71,78,44,56,70,6,11,10,4,20,0,0,2,0,1,0,0,0,11,0,30,16,20,0,0,2,6,0,4,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0
24,Defender,68,63,54,63,54,44,63,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,Midfielder,72,68,63,61,44,47,67,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,Defender,76,69,67,86,39,56,83,11,7,95,33,0,2,0,10,4,1,2,0,0,37,0,129,33,1,4,0,15,3,0,2,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0
35,Goalkeeper,24,32,22,22,11,41,10,71,79,52,25,12,0,0,6,0,0,0,0,0,38,1,64,25,10,0,0,6,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0
24,Defender,81,72,80,76,76,75,76,10,30,77,18,4,2,2,8,3,0,2,0,0,15,0,66,16,18,4,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,Midfielder,71,57,81,49,73,71,32,9,7,30,12,0,2,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,Forward,49,40,70,11,64,60,21,6,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,Midfielder,72,71,71,63,66,69,72,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,55,27,11,1,0,0,8,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,Midfielder,71,67,68,73,64,72,60,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,14,1,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,Forward,53,34,59,23,60,44,18,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,Forward,62,38,62,21,55,41,18,14,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,Midfielder,74,70,73,71,64,71,54,7,15,78,35,2,1,3,0,3,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,Goalkeeper,25,31,22,25,14,36,11,72,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,Midfielder,72,75,72,75,47,65,72,9,15,12,8,1,0,0,0,4,0,7,0,0,0,0,50,27,5,0,0,0,8,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,Goalkeeper,26,24,20,23,14,56,12,70,75,76,28,7,0,0,9,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,Forward,70,64,70,46,69,76,29,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,Defender,81,74,80,80,73,76,81,15,12,109,32,0,2,3,11,4,0,3,0,1,34,0,50,16,7,2,1,4,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0
20,Defender,61,58,62,57,42,59,59,7,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,Midfielder,68,59,71,19,67,66,13,15,13,40,12,22,0,2,0,8,0,10,0,0,0,0,23,6,22,0,2,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,Forward,77,55,81,28,83,69,17,14,9,81,16,5,6,5,0,1,0,9,0,0,0,0,55,12,15,3,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,Midfielder,77,76,76,74,68,63,76,8,16,87,35,3,0,7,0,2,0,2,0,0,0,1,45,23,16,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,Defender,68,66,60,66,37,48,74,9,11,44,18,13,0,0,5,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,Midfielder,71,67,78,21,67,68,12,13,14,7,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,Defender,69,64,62,75,49,47,70,15,12,17,13,11,0,0,1,3,0,3,0,0,32,0,42,17,8,1,0,4,5,0,2,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0
19,Goalkeeper,20,23,15,5,6,26,6,56,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,Midfielder,85,79,81,73,55,82,70,16,15,29,16,9,0,0,0,3,0,13,0,0,0,0,40,19,11,0,0,0,4,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,Midfielder,84,79,82,82,79,82,74,8,9,86,30,0,5,1,0,2,0,6,0,0,0,0,57,23,4,1,3,0,5,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,Defender,62,51,64,70,57,44,60,11,13,16,10,16,0,0,1,2,0,0,0,0,28,0,-2,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
23,Midfielder,79,71,78,52,69,74,54,11,16,55,12,4,3,5,0,3,0,11,0,0,0,0,78,27,2,3,4,0,2,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,Defender,58,67,55,68,14,30,70,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,55,27,7,3,1,7,13,0,1,0,0,54,0,0,0,0,0,0,0,0,1,0,0,0
30,Defender,79,85,75,90,38,74,84,2,4,105,27,5,3,0,11,6,0,1,0,0,25,0,152,35,2,3,1,18,6,0,1,0,0,20,1,0,0,0,0,0,0,1,0,0,0,0
19,Forward,62,52,63,27,60,55,28,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,Midfielder,76,72,72,61,68,71,39,13,9,37,18,17,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,Goalkeeper,22,27,16,7,7,45,8,58,55,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,Midfielder,70,64,73,29,60,71,19,10,7,5,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,Forward,64,36,74,24,80,52,20,6,9,37,9,20,3,0,0,2,0,4,0,0,0,0,117,22,3,14,2,0,3,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,Midfielder,75,70,80,66,57,71,67,13,14,68,28,7,0,5,0,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,Midfielder,69,63,70,15,55,71,19,14,7,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,Forward,69,63,72,33,76,61,27,8,11,24,3,21,1,0,0,0,0,1,0,0,0,0,72,7,29,6,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,Midfielder,79,76,75,70,75,73,66,8,14,88,27,11,6,2,0,9,0,7,0,0,0,0,24,9,4,0,2,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,Midfielder,75,64,84,32,82,69,26,12,14,76,20,11,5,3,0,4,0,12,0,0,0,0,110,23,11,8,6,0,4,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,Forward,64,50,76,25,74,60,14,8,12,51,11,14,6,0,0,3,0,6,0,1,0,0,10,2,15,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,Midfielder,63,57,73,48,64,63,33,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,Midfielder,69,68,80,54,74,66,44,16,9,90,23,9,4,6,0,1,0,12,0,0,0,0,54,17,15,1,3,0,2,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,Midfielder,77,76,78,57,64,73,48,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Midfielder,76,71,76,66,59,69,61,15,13,15,4,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,Forward,63,43,67,22,66,51,18,15,11,6,0,3,0,1,0,0,0,0,0,0,0,0,31,7,19,1,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,Midfielder,80,77,80,71,74,75,61,12,9,71,29,3,1,6,0,4,1,9,0,0,0,1,85,34,0,3,2,0,4,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,Midfielder,71,70,72,72,46,60,70,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,Midfielder,71,70,68,74,37,60,73,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,Defender,63,53,68,71,60,56,70,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,Defender,74,67,72,72,48,47,76,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,Forward,60,37,68,29,77,53,25,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,Forward,63,60,66,55,70,60,29,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,Defender,65,57,62,75,51,45,73,11,6,30,24,4,0,0,5,7,0,1,0,0,52,0,11,5,11,0,0,2,5,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0
25,Midfielder,65,57,64,69,36,46,70,9,9,20,10,5,0,0,0,2,0,0,0,0,0,0,21,11,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,Forward,88,87,95,22,93,90,13,11,8,270,32,2,37,9,0,6,0,4,0,1,0,0,233,31,2,26,16,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
34,Midfielder,65,63,63,47,67,50,36,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,Midfielder,59,56,66,24,61,60,34,11,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,Defender,52,43,40,65,28,32,61,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,Defender,62,58,64,71,48,31,65,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,Goalkeeper,55,47,25,15,6,53,8,66,68,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,Midfielder,74,77,74,82,58,63,88,7,14,75,26,1,4,1,0,1,0,2,0,0,0,0,63,24,2,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,Midfielder,72,71,72,45,68,67,58,11,11,43,14,11,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,Forward,68,60,72,48,81,71,23,10,12,6,1,6,0,0,0,0,0,1,0,0,0,0,21,3,22,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,Defender,65,52,59,69,50,49,70,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,Forward,69,42,76,21,75,68,18,6,16,132,31,4,10,7,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,Defender,37,39,46,62,33,32,62,10,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,Defender,58,62,58,72,33,45,75,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,27,0,0,2,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
19,Midfielder,76,78,73,51,55,69,59,12,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,Midfielder,78,76,76,73,60,74,60,4,4,52,29,5,0,1,0,12,0,4,0,0,0,0,8,4,30,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,Defender,70,66,73,75,66,49,71,11,14,32,15,19,1,4,1,1,0,4,0,0,34,0,46,17,7,0,2,4,4,0,5,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0
19,Defender,51,42,41,56,29,33,56,10,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,Forward,83,73,90,26,83,87,16,4,10,183,33,3,18,9,0,2,0,16,0,0,0,0,153,31,4,12,10,0,2,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,Midfielder,75,71,75,59,69,69,55,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,58,25,6,3,1,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,Midfielder,70,66,75,53,69,55,57,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,51,19,13,2,2,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,Midfielder,82,79,77,70,70,75,68,7,11,93,24,7,6,7,0,7,1,14,0,0,0,0,42,13,22,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,Forward,64,45,65,26,68,62,19,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,Defender,54,54,58,82,23,30,84,11,6,14,3,18,2,0,0,2,0,0,0,0,3,0,67,26,1,2,0,8,9,0,0,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0
24,Goalkeeper,35,36,23,13,8,45,13,74,85,27,10,25,0,0,3,0,0,0,0,0,12,0,96,34,0,0,0,9,1,0,0,2,0,42,0,0,1,0,0,0,0,0,0,0,0,0
26,Defender,66,63,66,69,26,65,66,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,Midfielder,59,62,73,53,63,63,27,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,12,0,2,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,Defender,52,55,55,72,23,30,74,11,11,26,11,19,1,0,4,4,0,0,0,0,28,0,11,4,14,0,1,0,2,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
30,Defender,72,68,73,76,70,64,74,11,5,18,3,15,0,0,0,1,0,2,0,0,3,0,93,25,5,3,1,9,3,0,0,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0
